"state_name","species_code","common_name","scientific_name","percent_pop_breeding","percent_pop_postbreeding_migration","percent_pop_nonbreeding","percent_pop_prebreeding_migration","max_week_season","max_week","max_week_percent_pop","state_rank_breeding","breeding_habitat_primary","breeding_habitat_secondary"
"Massachusetts","rudduc","Ruddy Duck","Oxyura jamaicensis",0,0.16,0.06,0.01,"postbreeding_migration","11-15",0.3515,NA,"Wetlands:  Seasonally Wet Grasslands","Wetlands:  Freshwater Marsh"
"Massachusetts","rudtur","Ruddy Turnstone","Arenaria interpres",0.06,0.11,0.02,0.27,"prebreeding_migration","05-31",1.697,"14 of 19","Coasts:  Tundra","Wetlands:  Tundra"
"Massachusetts","rufgro","Ruffed Grouse","Bonasa umbellus",0.04,0.04,0.04,0.04,"resident","year round resident",NA,"20 of 23","Forests:  Temperate Generalist",NA
"Massachusetts","rusbla","Rusty Blackbird","Euphagus carolinus",0,0.16,0.02,0.17,"prebreeding_migration","04-12",1.007,NA,"Wetlands:  Boreal",NA
"Massachusetts","sander","Sanderling","Calidris alba",0.09,2.51,0.73,0.46,"unidentified","08-02",6.103,"11 of 17","Tundra:  Arctic","Wetlands:  Tundra"
"Massachusetts","savspa","Savannah Sparrow","Passerculus sandwichensis",0.01,0.18,0.04,0.1,"postbreeding_migration","10-11",0.7745,"25 of 25","Grasslands:  Temperate","Tundra:  Arctic"
"Massachusetts","scatan","Scarlet Tanager","Piranga olivacea",1.96,0.68,0,0.91,"breeding","07-26",2.195,"14 of 34","Forests:  Temperate Eastern",NA
"Massachusetts","seaspa","Seaside Sparrow","Ammospiza maritima",0.04,0.02,0,0,"postbreeding_migration","10-04",0.1181,"16 of 16","Coasts:  Saltmarsh",NA
"Massachusetts","semplo","Semipalmated Plover","Charadrius semipalmatus",0,1.24,0,0.04,"postbreeding_migration","08-16",6.142,NA,"Coasts:  Beach and Estuary","Tundra:  Arctic"
"Massachusetts","semsan","Semipalmated Sandpiper","Calidris pusilla",0.02,0.25,0,0.06,"postbreeding_migration","07-26",0.7773,"8 of 15","Wetlands:  Tundra",NA
"Massachusetts","shbdow","Short-billed Dowitcher","Limnodromus griseus",0.09,2.14,0,0.05,"postbreeding_migration","07-26",6.737,"14 of 20","Wetlands:  Boreal",NA
"Massachusetts","sheowl","Short-eared Owl","Asio flammeus",0,0,0.01,0.01,"prebreeding_migration","03-15",0.04565,NA,"Tundra:  Arctic","Grasslands:  Temperate"
"Massachusetts","shshaw","Sharp-shinned Hawk","Accipiter striatus",0.04,0.28,0.35,0.47,"prebreeding_migration","05-03",0.7287,"27 of 32","Forests:  Temperate Generalist",NA
"Massachusetts","snobun","Snow Bunting","Plectrophenax nivalis",0,0.03,0.04,0,"postbreeding_migration","11-15",0.08483,NA,"Tundra:  Arctic",NA
"Massachusetts","snoegr","Snowy Egret","Egretta thula",0.03,0.04,0,0.01,"postbreeding_migration","08-30",0.08034,"22 of 32","Wetlands:  Generalist","Coasts:  Saltmarsh"
"Massachusetts","snoowl1","Snowy Owl","Bubo scandiacus",0,0.04,0.14,0.14,"prebreeding_migration","05-03",2.061,NA,"Tundra:  Arctic",NA
"Massachusetts","solsan","Solitary Sandpiper","Tringa solitaria",0,0.07,0,0.07,"prebreeding_migration","05-10",0.5913,NA,"Wetlands:  Boreal",NA
"Massachusetts","sonspa","Song Sparrow","Melospiza melodia",0.88,1.09,0.5,0.87,"postbreeding_migration","10-11",1.782,"22 of 43","Open Country:  Habitat Mosaic",NA
"Massachusetts","sora","Sora","Porzana carolina",0,0.01,0,0.01,"prebreeding_migration","04-26",0.1032,NA,"Wetlands:  Freshwater Marsh",NA
"Massachusetts","sposan","Spotted Sandpiper","Actitis macularius",0.06,0.09,0,0.13,"prebreeding_migration","05-03",0.5475,"22 of 33","Wetlands:  Generalist",NA
"Massachusetts","sstspa","Saltmarsh Sparrow","Ammospiza caudacuta",32.44,10.93,0,11.71,"breeding","08-23",41.59,"1 of 10","Coasts:  Saltmarsh",NA
"Massachusetts","sursco","Surf Scoter","Melanitta perspicillata",0.01,2.82,2.67,0.58,"unidentified","01-04",11.43,"6 of 6","Wetlands:  Boreal",NA
"Massachusetts","swaspa","Swamp Sparrow","Melospiza georgiana",0.47,0.92,0.23,0.8,"prebreeding_migration","04-19",2.141,"8 of 21","Wetlands:  Boreal","Wetlands:  Freshwater Marsh"
"Massachusetts","swathr","Swainson's Thrush","Catharus ustulatus",0,0.28,0,0.03,"postbreeding_migration","10-04",1.132,NA,"Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","tenwar","Tennessee Warbler","Leiothlypis peregrina",0,0.05,0,0.03,"postbreeding_migration","09-27",0.346,NA,"Forests:  Boreal",NA
"Massachusetts","treswa","Tree Swallow","Tachycineta bicolor",0.51,0.16,0,0.31,"postbreeding_migration","09-06",5.274,"23 of 47","Wetlands Aerial:  Generalist",NA
"Massachusetts","tuftit","Tufted Titmouse","Baeolophus bicolor",1.11,1.11,1.11,1.11,"resident","year round resident",NA,"23 of 35","Forests:  Temperate Eastern",NA
"Massachusetts","turvul","Turkey Vulture","Cathartes aura",0.05,0.03,0.01,0.05,"prebreeding_migration","04-19",0.06059,"45 of 48","Open Country:  Habitat Mosaic",NA
"Massachusetts","uplsan","Upland Sandpiper","Bartramia longicauda",0.01,0,0,0,"breeding","06-07",0.02744,"22 of 22","Grasslands:  Temperate",NA
"Massachusetts","veery","Veery","Catharus fuscescens",1.85,2.9,0,2.35,"postbreeding_migration","09-06",7.161,"7 of 29","Forests:  Temperate Eastern","Forests:  Temperate Western"
"Massachusetts","virrai","Virginia Rail","Rallus limicola",1.48,0.66,1.27,6,"prebreeding_migration","04-26",12.63,"13 of 35","Wetlands:  Freshwater Marsh",NA
"Massachusetts","warvir","Warbling Vireo","Vireo gilvus",0.32,0.27,0,0.29,"prebreeding_migration","05-03",0.5206,"28 of 43","Forests:  Temperate Eastern","Forests:  Temperate Western"
"Massachusetts","whbnut","White-breasted Nuthatch","Sitta carolinensis",1.1,1.1,1.1,1.1,"resident","year round resident",NA,"26 of 48","Forests:  Temperate Eastern","Forests:  Temperate Western"
"Massachusetts","whcspa","White-crowned Sparrow","Zonotrichia leucophrys",0,0.01,0,0,"postbreeding_migration","10-25",0.03818,NA,"Tundra:  Arctic","Forests:  Boreal"
"Massachusetts","whimbr","Whimbrel","Numenius phaeopus",0,0.02,0,0,"postbreeding_migration","08-09",0.08929,NA,"Tundra:  Arctic","Wetlands:  Boreal"
"Massachusetts","whtspa","White-throated Sparrow","Zonotrichia albicollis",0.01,0.71,0.3,0.17,"postbreeding_migration","10-11",1.574,"9 of 9","Forests:  Boreal",NA
"Massachusetts","whwsco2","White-winged Scoter","Melanitta deglandi",0.02,11.27,1.75,1.06,"postbreeding_migration","11-15",43.12,"4 of 6","Wetlands:  Lakes and Rivers",NA
"Massachusetts","wilfly","Willow Flycatcher","Empidonax traillii",0.46,0.13,0,0.74,"prebreeding_migration","05-24",0.8703,"20 of 39","Open Country:  Habitat Mosaic","Forests:  Temperate Western"
"Massachusetts","willet1","Willet","Tringa semipalmata",0.84,0.45,0,0.3,"postbreeding_migration","07-12",1.092,"14 of 30","Wetlands:  Seasonally Wet Grasslands","Coasts:  Saltmarsh"
"Massachusetts","wilsni1","Wilson's Snipe","Gallinago delicata",0,0.01,0.01,0.02,"prebreeding_migration","04-05",0.428,NA,"Wetlands:  Generalist",NA
"Massachusetts","wiltur","Wild Turkey","Meleagris gallopavo",0.4,0.4,0.4,0.4,"resident","year round resident",NA,"41 of 49","Forests:  Temperate Generalist",NA
"Massachusetts","winwre3","Winter Wren","Troglodytes hiemalis",0.11,0.82,0.88,0.51,"prebreeding_migration","03-22",2.666,"10 of 14","Forests:  Boreal","Forests:  Temperate Eastern"
"Massachusetts","wlswar","Wilson's Warbler","Cardellina pusilla",0,0.01,0,0.01,"prebreeding_migration","05-17",0.1278,NA,"Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","woewar1","Worm-eating Warbler","Helmitheros vermivorum",0.24,0.01,0,0.15,"prebreeding_migration","05-17",0.3885,"23 of 26","Forests:  Temperate Eastern",NA
"Massachusetts","wooduc","Wood Duck","Aix sponsa",1.21,1.55,0.01,0.86,"postbreeding_migration","10-25",2.795,"27 of 48","Wetlands:  Forested","Forests:  Temperate Eastern"
"Massachusetts","woothr","Wood Thrush","Hylocichla mustelina",0.94,0.71,0,0.7,"postbreeding_migration","08-30",2.471,"24 of 36","Forests:  Temperate Eastern",NA
"Massachusetts","y00475","American Coot","Fulica americana",0,0.01,0,0,"postbreeding_migration","12-06",0.01413,NA,"Wetlands:  Freshwater Marsh",NA
"Massachusetts","y00478","Iceland Gull","Larus glaucoides",0,0,0.03,0.02,"prebreeding_migration","03-01",0.07286,NA,"Coasts:  Cliffs and Islands","Coasts:  Marine Waters"
"Massachusetts","ycnher","Yellow-crowned Night Heron","Nyctanassa violacea",0,0.02,0,0,"postbreeding_migration","08-23",0.06034,NA,"Wetlands:  Generalist","Coasts:  Mangroves"
"Massachusetts","yebcha","Yellow-breasted Chat","Icteria virens",0,0.01,0.03,0,"nonbreeding","12-20",0.1102,NA,"Forests:  Temperate Eastern","Forests:  Temperate Western"
"Massachusetts","yebcuc","Yellow-billed Cuckoo","Coccyzus americanus",0.08,0.02,0,0.16,"prebreeding_migration","05-24",0.2666,"35 of 40","Forests:  Temperate Eastern",NA
"Massachusetts","yebfly","Yellow-bellied Flycatcher","Empidonax flaviventris",0,0.02,0,0.02,"prebreeding_migration","05-17",0.7401,NA,"Forests:  Boreal",NA
"Massachusetts","yebsap","Yellow-bellied Sapsucker","Sphyrapicus varius",0.42,0.48,0.19,0.6,"prebreeding_migration","04-12",1.714,"10 of 20","Forests:  Boreal","Forests:  Temperate Eastern"
"Massachusetts","yelwar","Yellow Warbler","Setophaga petechia",0.28,0.12,0,0.28,"prebreeding_migration","05-03",0.7553,"24 of 39","Forests:  Temperate Generalist","Wetlands:  Generalist"
"Massachusetts","yerwar","Yellow-rumped Warbler","Setophaga coronata",0.03,0.21,0.06,0.11,"postbreeding_migration","10-18",0.7783,"22 of 23","Forests:  Boreal","Forests:  Temperate Western"
"Massachusetts","yetvir","Yellow-throated Vireo","Vireo flavifrons",0.62,0.18,0,0.29,"prebreeding_migration","05-17",0.759,"27 of 37","Forests:  Temperate Eastern",NA
